Rule   (Support, Confidence) 
3,6,192 -> 45  (62.8425%, 87.381%)
3,45,192 -> 6  (62.8425%, 99.7283%)
6,45,192 -> 3  (62.8425%, 98.9218%)
3 -> 125,192  (62.6712%, 70.9302%)
125 -> 3,192  (62.6712%, 95.5614%)
192 -> 3,125  (62.6712%, 83.5616%)
3,125 -> 192  (62.6712%, 97.6%)
3,192 -> 125  (62.6712%, 86.5248%)
125,192 -> 3  (62.6712%, 98.3871%)
3 -> 5,125,192  (62.6712%, 70.9302%)
5 -> 3,125,192  (62.6712%, 74.5418%)
125 -> 3,5,192  (62.6712%, 95.5614%)
192 -> 3,5,125  (62.6712%, 83.5616%)
3,5 -> 125,192  (62.6712%, 77.8723%)
3,125 -> 5,192  (62.6712%, 97.6%)
3,192 -> 5,125  (62.6712%, 86.5248%)
5,125 -> 3,192  (62.6712%, 96.8254%)
5,192 -> 3,125  (62.6712%, 85.9155%)
125,192 -> 3,5  (62.6712%, 98.3871%)
3,5,125 -> 192  (62.6712%, 97.861%)
3,5,192 -> 125  (62.6712%, 86.9359%)
3,125,192 -> 5  (62.6712%, 100%)
5,125,192 -> 3  (62.6712%, 99.187%)
33 -> 192,197  (62.5%, 89.4608%)
192 -> 33,197  (62.5%, 83.3333%)
197 -> 33,192  (62.5%, 82.9545%)
33,192 -> 197  (62.5%, 96.5608%)
33,197 -> 192  (62.5%, 95.5497%)
192,197 -> 33  (62.5%, 90.5707%)
3 -> 6,125,192  (62.3288%, 70.5426%)
6 -> 3,125,192  (62.3288%, 70.4062%)
125 -> 3,6,192  (62.3288%, 95.0392%)
192 -> 3,6,125  (62.3288%, 83.105%)
3,6 -> 125,192  (62.3288%, 73.9837%)
3,125 -> 6,192  (62.3288%, 97.0667%)
3,192 -> 6,125  (62.3288%, 86.052%)
6,125 -> 3,192  (62.3288%, 96.5517%)
6,192 -> 3,125  (62.3288%, 85.6471%)
125,192 -> 3,6  (62.3288%, 97.8495%)
3,6,125 -> 192  (62.3288%, 97.5871%)
3,6,192 -> 125  (62.3288%, 86.6667%)
3,125,192 -> 6  (62.3288%, 99.4536%)
6,125,192 -> 3  (62.3288%, 99.1826%)
45 -> 197  (62.1575%, 89.6296%)
197 -> 45  (62.1575%, 82.5%)
3 -> 5,195  (62.1575%, 70.3488%)
5 -> 3,195  (62.1575%, 73.9308%)
195 -> 3,5  (62.1575%, 95.0262%)
3,5 -> 195  (62.1575%, 77.234%)
3,195 -> 5  (62.1575%, 98.6413%)
5,195 -> 3  (62.1575%, 96.8%)
3 -> 6,195  (62.1575%, 70.3488%)
6 -> 3,195  (62.1575%, 70.2128%)
195 -> 3,6  (62.1575%, 95.0262%)
3,6 -> 195  (62.1575%, 73.7805%)
3,195 -> 6  (62.1575%, 98.6413%)
6,195 -> 3  (62.1575%, 96.8%)
6 -> 45,197  (62.1575%, 70.2128%)
45 -> 6,197  (62.1575%, 89.6296%)
197 -> 6,45  (62.1575%, 82.5%)
6,45 -> 197  (62.1575%, 91.4358%)
6,197 -> 45  (62.1575%, 83.4483%)
45,197 -> 6  (62.1575%, 100%)
3 -> 33,192,197  (62.1575%, 70.3488%)
33 -> 3,192,197  (62.1575%, 88.9706%)
192 -> 3,33,197  (62.1575%, 82.8767%)
197 -> 3,33,192  (62.1575%, 82.5%)
3,33 -> 192,197  (62.1575%, 90.5237%)
3,192 -> 33,197  (62.1575%, 85.8156%)
3,197 -> 33,192  (62.1575%, 85.2113%)
33,192 -> 3,197  (62.1575%, 96.0317%)
33,197 -> 3,192  (62.1575%, 95.0262%)
192,197 -> 3,33  (62.1575%, 90.0744%)
3,33,192 -> 197  (62.1575%, 96.8%)
3,33,197 -> 192  (62.1575%, 95.7784%)
3,192,197 -> 33  (62.1575%, 90.9774%)
33,192,197 -> 3  (62.1575%, 99.4521%)
5 -> 45,197  (61.9863%, 73.7271%)
45 -> 5,197  (61.9863%, 89.3827%)
197 -> 5,45  (61.9863%, 82.2727%)
5,45 -> 197  (61.9863%, 92.3469%)
5,197 -> 45  (61.9863%, 83.4101%)
45,197 -> 5  (61.9863%, 99.7245%)
5 -> 3,6,195  (61.3014%, 72.9124%)
195 -> 3,5,6  (61.3014%, 93.7173%)
3,5 -> 6,195  (61.3014%, 76.1702%)
3,6 -> 5,195  (61.3014%, 72.7642%)
3,195 -> 5,6  (61.3014%, 97.2826%)
5,6 -> 3,195  (61.3014%, 74.5833%)
5,195 -> 3,6  (61.3014%, 95.4667%)
6,195 -> 3,5  (61.3014%, 95.4667%)
3,5,6 -> 195  (61.3014%, 77.4892%)
3,5,195 -> 6  (61.3014%, 98.6226%)
3,6,195 -> 5  (61.3014%, 98.6226%)
5,6,195 -> 3  (61.3014%, 97.019%)
45 -> 125  (61.1301%, 88.1481%)
125 -> 45  (61.1301%, 93.2115%)
45 -> 3,197  (61.1301%, 88.1481%)
197 -> 3,45  (61.1301%, 81.1364%)
3,45 -> 197  (61.1301%, 90.8397%)
3,197 -> 45  (61.1301%, 83.8028%)
45,197 -> 3  (61.1301%, 98.3471%)
45 -> 3,6,197  (61.1301%, 88.1481%)
197 -> 3,6,45  (61.1301%, 81.1364%)
3,6 -> 45,197  (61.1301%, 72.561%)
3,45 -> 6,197  (61.1301%, 90.8397%)
3,197 -> 6,45  (61.1301%, 83.8028%)
6,45 -> 3,197  (61.1301%, 89.9244%)
6,197 -> 3,45  (61.1301%, 82.069%)
45,197 -> 3,6  (61.1301%, 98.3471%)
3,6,45 -> 197  (61.1301%, 91.7738%)
3,6,197 -> 45  (61.1301%, 84.7981%)
3,45,197 -> 6  (61.1301%, 100%)
6,45,197 -> 3  (61.1301%, 98.3471%)
125 -> 197  (60.9589%, 92.9504%)
197 -> 125  (60.9589%, 80.9091%)
5 -> 125,197  (60.9589%, 72.5051%)
125 -> 5,197  (60.9589%, 92.9504%)
197 -> 5,125  (60.9589%, 80.9091%)
5,125 -> 197  (60.9589%, 94.1799%)
5,197 -> 125  (60.9589%, 82.0276%)
125,197 -> 5  (60.9589%, 100%)
5 -> 3,45,197  (60.9589%, 72.5051%)
45 -> 3,5,197  (60.9589%, 87.9012%)
197 -> 3,5,45  (60.9589%, 80.9091%)
3,5 -> 45,197  (60.9589%, 75.7447%)
3,45 -> 5,197  (60.9589%, 90.5852%)
3,197 -> 5,45  (60.9589%, 83.5681%)
5,45 -> 3,197  (60.9589%, 90.8163%)
5,197 -> 3,45  (60.9589%, 82.0276%)
45,197 -> 3,5  (60.9589%, 98.0716%)
3,5,45 -> 197  (60.9589%, 92.7083%)
3,5,197 -> 45  (60.9589%, 84.5606%)
3,45,197 -> 5  (60.9589%, 99.7199%)
5,45,197 -> 3  (60.9589%, 98.3425%)
5 -> 45,125  (60.7877%, 72.3014%)
45 -> 5,125  (60.7877%, 87.6543%)
125 -> 5,45  (60.7877%, 92.6893%)
5,45 -> 125  (60.7877%, 90.5612%)
5,125 -> 45  (60.7877%, 93.9153%)
45,125 -> 5  (60.7877%, 99.4398%)
125 -> 6,197  (60.7877%, 92.6893%)
197 -> 6,125  (60.7877%, 80.6818%)
6,125 -> 197  (60.7877%, 94.1645%)
6,197 -> 125  (60.7877%, 81.6092%)
125,197 -> 6  (60.7877%, 99.7191%)
45 -> 6,125  (60.6164%, 87.4074%)
125 -> 6,45  (60.6164%, 92.4282%)
6,45 -> 125  (60.6164%, 89.1688%)
6,125 -> 45  (60.6164%, 93.8992%)
45,125 -> 6  (60.6164%, 99.1597%)
45 -> 192,197  (60.6164%, 87.4074%)
192 -> 45,197  (60.6164%, 80.8219%)
197 -> 45,192  (60.6164%, 80.4545%)
45,192 -> 197  (60.6164%, 94.4%)
45,197 -> 192  (60.6164%, 97.5207%)
192,197 -> 45  (60.6164%, 87.8412%)
33 -> 91  (60.4452%, 86.5196%)
91 -> 33  (60.4452%, 85.4722%)
125 -> 3,197  (60.4452%, 92.1671%)
197 -> 3,125  (60.4452%, 80.2273%)
3,125 -> 197  (60.4452%, 94.1333%)
3,197 -> 125  (60.4452%, 82.8638%)
125,197 -> 3  (60.4452%, 99.1573%)
5 -> 3,125,197  (60.4452%, 71.8941%)
125 -> 3,5,197  (60.4452%, 92.1671%)
197 -> 3,5,125  (60.4452%, 80.2273%)
3,5 -> 125,197  (60.4452%, 75.1064%)
3,125 -> 5,197  (60.4452%, 94.1333%)
3,197 -> 5,125  (60.4452%, 82.8638%)
5,125 -> 3,197  (60.4452%, 93.3862%)
5,197 -> 3,125  (60.4452%, 81.3364%)
125,197 -> 3,5  (60.4452%, 99.1573%)
3,5,125 -> 197  (60.4452%, 94.385%)
3,5,197 -> 125  (60.4452%, 83.848%)
3,125,197 -> 5  (60.4452%, 100%)
5,125,197 -> 3  (60.4452%, 99.1573%)
33 -> 6,91  (60.274%, 86.2745%)
91 -> 6,33  (60.274%, 85.23%)
6,33 -> 91  (60.274%, 86.6995%)
6,91 -> 33  (60.274%, 89.5674%)
33,91 -> 6  (60.274%, 99.7167%)
125 -> 3,6,197  (60.274%, 91.906%)
197 -> 3,6,125  (60.274%, 80%)
3,6 -> 125,197  (60.274%, 71.5447%)
3,125 -> 6,197  (60.274%, 93.8667%)
3,197 -> 6,125  (60.274%, 82.6291%)
6,125 -> 3,197  (60.274%, 93.3687%)
6,197 -> 3,125  (60.274%, 80.9195%)
125,197 -> 3,6  (60.274%, 98.8764%)
3,6,125 -> 197  (60.274%, 94.37%)
3,6,197 -> 125  (60.274%, 83.6105%)
3,125,197 -> 6  (60.274%, 99.7167%)
6,125,197 -> 3  (60.274%, 99.1549%)
4 -> 3  (60.1027%, 94.8649%)
33 -> 3,91  (60.1027%, 86.0294%)
91 -> 3,33  (60.1027%, 84.9879%)
3,33 -> 91  (60.1027%, 87.5312%)
3,91 -> 33  (60.1027%, 89.5408%)
33,91 -> 3  (60.1027%, 99.4334%)
45 -> 3,125  (60.1027%, 86.6667%)
125 -> 3,45  (60.1027%, 91.6449%)
3,45 -> 125  (60.1027%, 89.313%)
3,125 -> 45  (60.1027%, 93.6%)
45,125 -> 3  (60.1027%, 98.3193%)
5 -> 33,91  (60.1027%, 71.4868%)
33 -> 5,91  (60.1027%, 86.0294%)
91 -> 5,33  (60.1027%, 84.9879%)
5,33 -> 91  (60.1027%, 87.0968%)
5,91 -> 33  (60.1027%, 89.0863%)
33,91 -> 5  (60.1027%, 99.4334%)
125 -> 192,197  (60.1027%, 91.6449%)
192 -> 125,197  (60.1027%, 80.137%)
197 -> 125,192  (60.1027%, 79.7727%)
125,192 -> 197  (60.1027%, 94.3548%)
125,197 -> 192  (60.1027%, 98.5955%)
192,197 -> 125  (60.1027%, 87.0968%)
5 -> 3,45,125  (60.1027%, 71.4868%)
45 -> 3,5,125  (60.1027%, 86.6667%)
125 -> 3,5,45  (60.1027%, 91.6449%)
3,5 -> 45,125  (60.1027%, 74.6809%)
3,45 -> 5,125  (60.1027%, 89.313%)
3,125 -> 5,45  (60.1027%, 93.6%)
5,45 -> 3,125  (60.1027%, 89.5408%)
5,125 -> 3,45  (60.1027%, 92.8571%)
45,125 -> 3,5  (60.1027%, 98.3193%)
3,5,45 -> 125  (60.1027%, 91.4063%)
3,5,125 -> 45  (60.1027%, 93.8503%)
3,45,125 -> 5  (60.1027%, 100%)
5,45,125 -> 3  (60.1027%, 98.8732%)
45 -> 3,192,197  (60.1027%, 86.6667%)
192 -> 3,45,197  (60.1027%, 80.137%)
197 -> 3,45,192  (60.1027%, 79.7727%)
3,45 -> 192,197  (60.1027%, 89.313%)
3,192 -> 45,197  (60.1027%, 82.9787%)
3,197 -> 45,192  (60.1027%, 82.3944%)
45,192 -> 3,197  (60.1027%, 93.6%)
45,197 -> 3,192  (60.1027%, 96.6942%)
192,197 -> 3,45  (60.1027%, 87.0968%)
3,45,192 -> 197  (60.1027%, 95.3804%)
3,45,197 -> 192  (60.1027%, 98.3193%)
3,192,197 -> 45  (60.1027%, 87.9699%)
45,192,197 -> 3  (60.1027%, 99.1525%)
11 -> 6  (59.9315%, 100%)
33 -> 91,192  (59.9315%, 85.7843%)
91 -> 33,192  (59.9315%, 84.7458%)
192 -> 33,91  (59.9315%, 79.9087%)
33,91 -> 192  (59.9315%, 99.1501%)
33,192 -> 91  (59.9315%, 92.5926%)
91,192 -> 33  (59.9315%, 89.0585%)
33 -> 91,197  (59.9315%, 85.7843%)
91 -> 33,197  (59.9315%, 84.7458%)
197 -> 33,91  (59.9315%, 79.5455%)
33,91 -> 197  (59.9315%, 99.1501%)
33,197 -> 91  (59.9315%, 91.623%)
91,197 -> 33  (59.9315%, 90.4393%)
33 -> 3,6,91  (59.9315%, 85.7843%)
91 -> 3,6,33  (59.9315%, 84.7458%)
3,6 -> 33,91  (59.9315%, 71.1382%)
3,33 -> 6,91  (59.9315%, 87.2818%)
3,91 -> 6,33  (59.9315%, 89.2857%)
6,33 -> 3,91  (59.9315%, 86.2069%)
6,91 -> 3,33  (59.9315%, 89.0585%)
33,91 -> 3,6  (59.9315%, 99.1501%)
3,6,33 -> 91  (59.9315%, 87.5%)
3,6,91 -> 33  (59.9315%, 90.4393%)
3,33,91 -> 6  (59.9315%, 99.7151%)
6,33,91 -> 3  (59.9315%, 99.4318%)
45 -> 3,6,125  (59.9315%, 86.4198%)
125 -> 3,6,45  (59.9315%, 91.3838%)
3,6 -> 45,125  (59.9315%, 71.1382%)
3,45 -> 6,125  (59.9315%, 89.0585%)
3,125 -> 6,45  (59.9315%, 93.3333%)
6,45 -> 3,125  (59.9315%, 88.1612%)
6,125 -> 3,45  (59.9315%, 92.8382%)
45,125 -> 3,6  (59.9315%, 98.0392%)
3,6,45 -> 125  (59.9315%, 89.9743%)
3,6,125 -> 45  (59.9315%, 93.8338%)
3,45,125 -> 6  (59.9315%, 99.7151%)
6,45,125 -> 3  (59.9315%, 98.8701%)
221 -> 6  (59.7603%, 98.5876%)
5 -> 3,33,91  (59.7603%, 71.0794%)
33 -> 3,5,91  (59.7603%, 85.5392%)
91 -> 3,5,33  (59.7603%, 84.5036%)
3,5 -> 33,91  (59.7603%, 74.2553%)
3,33 -> 5,91  (59.7603%, 87.0324%)
3,91 -> 5,33  (59.7603%, 89.0306%)
5,33 -> 3,91  (59.7603%, 86.6005%)
5,91 -> 3,33  (59.7603%, 88.5787%)
33,91 -> 3,5  (59.7603%, 98.8669%)
3,5,33 -> 91  (59.7603%, 87.6884%)
3,5,91 -> 33  (59.7603%, 90.4145%)
3,33,91 -> 5  (59.7603%, 99.4302%)
5,33,91 -> 3  (59.7603%, 99.4302%)
33 -> 3,91,192  (59.7603%, 85.5392%)
91 -> 3,33,192  (59.7603%, 84.5036%)
192 -> 3,33,91  (59.7603%, 79.6804%)
3,33 -> 91,192  (59.7603%, 87.0324%)
3,91 -> 33,192  (59.7603%, 89.0306%)
3,192 -> 33,91  (59.7603%, 82.5059%)
33,91 -> 3,192  (59.7603%, 98.8669%)
33,192 -> 3,91  (59.7603%, 92.328%)
91,192 -> 3,33  (59.7603%, 88.8041%)
3,33,91 -> 192  (59.7603%, 99.4302%)
3,33,192 -> 91  (59.7603%, 93.0667%)
3,91,192 -> 33  (59.7603%, 91.3613%)
33,91,192 -> 3  (59.7603%, 99.7143%)
5 -> 11  (59.589%, 70.8758%)
11 -> 5  (59.589%, 99.4286%)
33 -> 45  (59.589%, 85.2941%)
45 -> 33  (59.589%, 85.9259%)
5 -> 6,11  (59.589%, 70.8758%)
11 -> 5,6  (59.589%, 99.4286%)
5,6 -> 11  (59.589%, 72.5%)
5,11 -> 6  (59.589%, 100%)
6,11 -> 5  (59.589%, 99.4286%)
45 -> 125,192  (59.589%, 85.9259%)
125 -> 45,192  (59.589%, 90.8616%)
192 -> 45,125  (59.589%, 79.4521%)
45,125 -> 192  (59.589%, 97.479%)
45,192 -> 125  (59.589%, 92.8%)
125,192 -> 45  (59.589%, 93.5484%)
33 -> 3,91,197  (59.589%, 85.2941%)
91 -> 3,33,197  (59.589%, 84.2615%)
197 -> 3,33,91  (59.589%, 79.0909%)
3,33 -> 91,197  (59.589%, 86.783%)
3,91 -> 33,197  (59.589%, 88.7755%)
3,197 -> 33,91  (59.589%, 81.6901%)
33,91 -> 3,197  (59.589%, 98.5836%)
33,197 -> 3,91  (59.589%, 91.0995%)
91,197 -> 3,33  (59.589%, 89.9225%)
3,33,91 -> 197  (59.589%, 99.1453%)
3,33,197 -> 91  (59.589%, 91.8206%)
3,91,197 -> 33  (59.589%, 91.3386%)
33,91,197 -> 3  (59.589%, 99.4286%)
221 -> 3  (59.4178%, 98.0226%)
4 -> 6  (59.4178%, 93.7838%)
33 -> 125  (59.4178%, 85.049%)
125 -> 33  (59.4178%, 90.6005%)
5 -> 33,45  (59.4178%, 70.6721%)
33 -> 5,45  (59.4178%, 85.049%)
45 -> 5,33  (59.4178%, 85.679%)
5,33 -> 45  (59.4178%, 86.1042%)
5,45 -> 33  (59.4178%, 88.5204%)
33,45 -> 5  (59.4178%, 99.7126%)
5 -> 33,125  (59.4178%, 70.6721%)
33 -> 5,125  (59.4178%, 85.049%)
125 -> 5,33  (59.4178%, 90.6005%)
5,33 -> 125  (59.4178%, 86.1042%)
5,125 -> 33  (59.4178%, 91.7989%)
33,125 -> 5  (59.4178%, 100%)
33 -> 6,45  (59.4178%, 85.049%)
45 -> 6,33  (59.4178%, 85.679%)
6,33 -> 45  (59.4178%, 85.468%)
6,45 -> 33  (59.4178%, 87.4055%)
33,45 -> 6  (59.4178%, 99.7126%)
45 -> 91  (59.2466%, 85.4321%)
91 -> 45  (59.2466%, 83.7772%)
33 -> 6,125  (59.2466%, 84.8039%)
125 -> 6,33  (59.2466%, 90.3394%)
6,33 -> 125  (59.2466%, 85.2217%)
6,125 -> 33  (59.2466%, 91.7772%)
33,125 -> 6  (59.2466%, 99.7118%)
11 -> 3  (58.9041%, 98.2857%)
11 -> 3,6  (58.9041%, 98.2857%)
3,11 -> 6  (58.9041%, 100%)
6,11 -> 3  (58.9041%, 98.2857%)
33 -> 3,45  (58.9041%, 84.3137%)
45 -> 3,33  (58.9041%, 84.9383%)
3,33 -> 45  (58.9041%, 85.7855%)
3,45 -> 33  (58.9041%, 87.5318%)
33,45 -> 3  (58.9041%, 98.8506%)
33 -> 3,125  (58.9041%, 84.3137%)
125 -> 3,33  (58.9041%, 89.8172%)
3,33 -> 125  (58.9041%, 85.7855%)
3,125 -> 33  (58.9041%, 91.7333%)
33,125 -> 3  (58.9041%, 99.1354%)
5 -> 3,33,125  (58.9041%, 70.0611%)
33 -> 3,5,125  (58.9041%, 84.3137%)
125 -> 3,5,33  (58.9041%, 89.8172%)
3,5 -> 33,125  (58.9041%, 73.1915%)
3,33 -> 5,125  (58.9041%, 85.7855%)
3,125 -> 5,33  (58.9041%, 91.7333%)
5,33 -> 3,125  (58.9041%, 85.3598%)
5,125 -> 3,33  (58.9041%, 91.0053%)
33,125 -> 3,5  (58.9041%, 99.1354%)
3,5,33 -> 125  (58.9041%, 86.4322%)
3,5,125 -> 33  (58.9041%, 91.9786%)
3,33,125 -> 5  (58.9041%, 100%)
5,33,125 -> 3  (58.9041%, 99.1354%)
45 -> 3,125,192  (58.9041%, 84.9383%)
125 -> 3,45,192  (58.9041%, 89.8172%)
192 -> 3,45,125  (58.9041%, 78.5388%)
3,45 -> 125,192  (58.9041%, 87.5318%)
3,125 -> 45,192  (58.9041%, 91.7333%)
3,192 -> 45,125  (58.9041%, 81.3239%)
45,125 -> 3,192  (58.9041%, 96.3585%)
45,192 -> 3,125  (58.9041%, 91.7333%)
125,192 -> 3,45  (58.9041%, 92.4731%)
3,45,125 -> 192  (58.9041%, 98.0057%)
3,45,192 -> 125  (58.9041%, 93.4783%)
3,125,192 -> 45  (58.9041%, 93.9891%)
45,125,192 -> 3  (58.9041%, 98.8506%)
91 -> 125  (58.7329%, 83.0508%)
125 -> 91  (58.7329%, 89.5561%)
33 -> 125,192  (58.7329%, 84.0686%)
125 -> 33,192  (58.7329%, 89.5561%)
192 -> 33,125  (58.7329%, 78.3105%)
33,125 -> 192  (58.7329%, 98.8473%)
33,192 -> 125  (58.7329%, 90.7407%)
125,192 -> 33  (58.7329%, 92.2043%)
33 -> 3,5,45  (58.7329%, 84.0686%)
45 -> 3,5,33  (58.7329%, 84.6914%)
3,5 -> 33,45  (58.7329%, 72.9787%)
3,33 -> 5,45  (58.7329%, 85.5362%)
3,45 -> 5,33  (58.7329%, 87.2774%)
5,33 -> 3,45  (58.7329%, 85.1117%)
5,45 -> 3,33  (58.7329%, 87.5%)
33,45 -> 3,5  (58.7329%, 98.5632%)
3,5,33 -> 45  (58.7329%, 86.1809%)
3,5,45 -> 33  (58.7329%, 89.3229%)
3,33,45 -> 5  (58.7329%, 99.7093%)
5,33,45 -> 3  (58.7329%, 98.8473%)
33 -> 3,6,45  (58.7329%, 84.0686%)
45 -> 3,6,33  (58.7329%, 84.6914%)
3,33 -> 6,45  (58.7329%, 85.5362%)
3,45 -> 6,33  (58.7329%, 87.2774%)
6,33 -> 3,45  (58.7329%, 84.4828%)
6,45 -> 3,33  (58.7329%, 86.398%)
33,45 -> 3,6  (58.7329%, 98.5632%)
3,6,33 -> 45  (58.7329%, 85.75%)
3,6,45 -> 33  (58.7329%, 88.1748%)
3,33,45 -> 6  (58.7329%, 99.7093%)
6,33,45 -> 3  (58.7329%, 98.8473%)
33 -> 3,6,125  (58.7329%, 84.0686%)
125 -> 3,6,33  (58.7329%, 89.5561%)
3,33 -> 6,125  (58.7329%, 85.5362%)
3,125 -> 6,33  (58.7329%, 91.4667%)
6,33 -> 3,125  (58.7329%, 84.4828%)
6,125 -> 3,33  (58.7329%, 90.9814%)
33,125 -> 3,6  (58.7329%, 98.8473%)
3,6,33 -> 125  (58.7329%, 85.75%)
3,6,125 -> 33  (58.7329%, 91.9571%)
3,33,125 -> 6  (58.7329%, 99.7093%)
6,33,125 -> 3  (58.7329%, 99.1329%)
11 -> 45  (58.5616%, 97.7143%)
45 -> 11  (58.5616%, 84.4444%)
11 -> 3,5  (58.5616%, 97.7143%)
3,5 -> 11  (58.5616%, 72.766%)
3,11 -> 5  (58.5616%, 99.4186%)
5,11 -> 3  (58.5616%, 98.2759%)
221 -> 3,6  (58.5616%, 96.6102%)
3,221 -> 6  (58.5616%, 98.5591%)
6,221 -> 3  (58.5616%, 97.9943%)
45 -> 5,91  (58.5616%, 84.4444%)
91 -> 5,45  (58.5616%, 82.8087%)
5,45 -> 91  (58.5616%, 87.2449%)
5,91 -> 45  (58.5616%, 86.802%)
45,91 -> 5  (58.5616%, 98.8439%)
11 -> 6,45  (58.5616%, 97.7143%)
45 -> 6,11  (58.5616%, 84.4444%)
6,11 -> 45  (58.5616%, 97.7143%)
6,45 -> 11  (58.5616%, 86.1461%)
11,45 -> 6  (58.5616%, 100%)
45 -> 6,91  (58.5616%, 84.4444%)
91 -> 6,45  (58.5616%, 82.8087%)
6,45 -> 91  (58.5616%, 86.1461%)
6,91 -> 45  (58.5616%, 87.0229%)
45,91 -> 6  (58.5616%, 98.8439%)
11 -> 3,5,6  (58.5616%, 97.7143%)
3,5 -> 6,11  (58.5616%, 72.766%)
3,11 -> 5,6  (58.5616%, 99.4186%)
5,6 -> 3,11  (58.5616%, 71.25%)
5,11 -> 3,6  (58.5616%, 98.2759%)
6,11 -> 3,5  (58.5616%, 97.7143%)
3,5,6 -> 11  (58.5616%, 74.026%)
3,5,11 -> 6  (58.5616%, 100%)
3,6,11 -> 5  (58.5616%, 99.4186%)
5,6,11 -> 3  (58.5616%, 98.2759%)
33 -> 45,192  (58.3904%, 83.5784%)
45 -> 33,192  (58.3904%, 84.1975%)
192 -> 33,45  (58.3904%, 77.8539%)
33,45 -> 192  (58.3904%, 97.9885%)
33,192 -> 45  (58.3904%, 90.2116%)
45,192 -> 33  (58.3904%, 90.9333%)
45 -> 91,192  (58.3904%, 84.1975%)
91 -> 45,192  (58.3904%, 82.5666%)
192 -> 45,91  (58.3904%, 77.8539%)
45,91 -> 192  (58.3904%, 98.5549%)
45,192 -> 91  (58.3904%, 90.9333%)
91,192 -> 45  (58.3904%, 86.7684%)
33 -> 3,125,192  (58.3904%, 83.5784%)
125 -> 3,33,192  (58.3904%, 89.0339%)
192 -> 3,33,125  (58.3904%, 77.8539%)
3,33 -> 125,192  (58.3904%, 85.0374%)
3,125 -> 33,192  (58.3904%, 90.9333%)
3,192 -> 33,125  (58.3904%, 80.6147%)
33,125 -> 3,192  (58.3904%, 98.2709%)
33,192 -> 3,125  (58.3904%, 90.2116%)
125,192 -> 3,33  (58.3904%, 91.6667%)
3,33,125 -> 192  (58.3904%, 99.1279%)
3,33,192 -> 125  (58.3904%, 90.9333%)
3,125,192 -> 33  (58.3904%, 93.1694%)
33,125,192 -> 3  (58.3904%, 99.4169%)
45 -> 3,91  (58.2192%, 83.9506%)
91 -> 3,45  (58.2192%, 82.3245%)
3,45 -> 91  (58.2192%, 86.514%)
3,91 -> 45  (58.2192%, 86.7347%)
45,91 -> 3  (58.2192%, 98.2659%)
11 -> 5,45  (58.2192%, 97.1429%)
45 -> 5,11  (58.2192%, 83.9506%)
5,11 -> 45  (58.2192%, 97.7011%)
5,45 -> 11  (58.2192%, 86.7347%)
11,45 -> 5  (58.2192%, 99.4152%)
91 -> 125,192  (58.2192%, 82.3245%)
125 -> 91,192  (58.2192%, 88.7728%)
192 -> 91,125  (58.2192%, 77.6256%)
91,125 -> 192  (58.2192%, 99.1254%)
91,192 -> 125  (58.2192%, 86.514%)
125,192 -> 91  (58.2192%, 91.3978%)
91 -> 5,125  (58.0479%, 82.0823%)
125 -> 5,91  (58.0479%, 88.5117%)
5,91 -> 125  (58.0479%, 86.0406%)
5,125 -> 91  (58.0479%, 89.6825%)
91,125 -> 5  (58.0479%, 98.8338%)
45 -> 3,5,91  (58.0479%, 83.7037%)
91 -> 3,5,45  (58.0479%, 82.0823%)
3,5 -> 45,91  (58.0479%, 72.1277%)
3,45 -> 5,91  (58.0479%, 86.2595%)
3,91 -> 5,45  (58.0479%, 86.4796%)
5,45 -> 3,91  (58.0479%, 86.4796%)
5,91 -> 3,45  (58.0479%, 86.0406%)
45,91 -> 3,5  (58.0479%, 97.9769%)
3,5,45 -> 91  (58.0479%, 88.2813%)
3,5,91 -> 45  (58.0479%, 87.8238%)
3,45,91 -> 5  (58.0479%, 99.7059%)
5,45,91 -> 3  (58.0479%, 99.1228%)
45 -> 3,6,91  (58.0479%, 83.7037%)
91 -> 3,6,45  (58.0479%, 82.0823%)
3,45 -> 6,91  (58.0479%, 86.2595%)
3,91 -> 6,45  (58.0479%, 86.4796%)
6,45 -> 3,91  (58.0479%, 85.3904%)
6,91 -> 3,45  (58.0479%, 86.2595%)
45,91 -> 3,6  (58.0479%, 97.9769%)
3,6,45 -> 91  (58.0479%, 87.1465%)
3,6,91 -> 45  (58.0479%, 87.5969%)
3,45,91 -> 6  (58.0479%, 99.7059%)
6,45,91 -> 3  (58.0479%, 99.1228%)
174 -> 6  (57.8767%, 99.4118%)
91 -> 3,125  (57.8767%, 81.8402%)
125 -> 3,91  (57.8767%, 88.2507%)
3,91 -> 125  (57.8767%, 86.2245%)
3,125 -> 91  (57.8767%, 90.1333%)
91,125 -> 3  (57.8767%, 98.5423%)
91 -> 3,5,125  (57.8767%, 81.8402%)
125 -> 3,5,91  (57.8767%, 88.2507%)
3,5 -> 91,125  (57.8767%, 71.9149%)
3,91 -> 5,125  (57.8767%, 86.2245%)
3,125 -> 5,91  (57.8767%, 90.1333%)
5,91 -> 3,125  (57.8767%, 85.7868%)
5,125 -> 3,91  (57.8767%, 89.418%)
91,125 -> 3,5  (57.8767%, 98.5423%)
3,5,91 -> 125  (57.8767%, 87.5648%)
3,5,125 -> 91  (57.8767%, 90.3743%)
3,91,125 -> 5  (57.8767%, 100%)
